path,size_bytes
data/83.html,8085
data/84.html,8105
data/85.html,8109
data/86.html,8109
data/87.html,8115
data/88.html,8101
data/89.html,8104
data/9.html,8070
data/90.html,8109
data/91.html,8100
data/94.html,8101
data/95.html,8092
data/96.html,8103
data/97.html,8113
data/98.html,8114
data/99.html,8102
data/FLP/1/1.xyz,2448
data/FLP/1/1CH3OH.xyz,2815
data/FLP/1/1CO2.xyz,4628
data/FLP/1/1H2.xyz,2515
data/FLP/1/1H2CO.xyz,4688
data/FLP/1/1H2O.xyz,4628
data/FLP/1/1HCOOH.xyz,4744
data/FLP/10/10.xyz,1444
data/FLP/10/10CH3OH.xyz,1665
data/FLP/10/10CO2.xyz,1599
data/FLP/10/10H2.xyz,1513
data/FLP/10/10H2CO.xyz,1588
data/FLP/10/10H2O.xyz,1604
data/FLP/10/10HCOOH.xyz,2584
data/FLP/103/103.xyz,2041
data/FLP/103/103CH3OH.xyz,2256
data/FLP/103/103CO2.xyz,2161
data/FLP/103/103H2.xyz,2112
data/FLP/103/103H2CO.xyz,2260
data/FLP/103/103H2O.xyz,2163
data/FLP/103/103HCOOH.xyz,3501
data/FLP/104/104.xyz,1832
data/FLP/104/104CH3OH.xyz,2046
data/FLP/104/104CO2.xyz,1952
data/FLP/104/104H2.xyz,1957
data/FLP/104/104H2CO.xyz,2043
data/FLP/104/104H2O.xyz,1953
data/FLP/104/104HCOOH.xyz,3172
data/FLP/105/105.xyz,2822
data/FLP/105/105CH3OH.xyz,3043
data/FLP/105/105CO2.xyz,2944
data/FLP/105/105H2.xyz,2815
data/FLP/105/105H2CO.xyz,4541
data/FLP/105/105H2O.xyz,2945
data/FLP/105/105HCOOH.xyz,4604
data/FLP/106/106.xyz,2607
data/FLP/106/106CH3OH.xyz,2750
data/FLP/106/106CO2.xyz,2654
data/FLP/106/106H2.xyz,2680
data/FLP/106/106H2CO.xyz,4209
data/FLP/106/106H2O.xyz,2730
data/FLP/106/106HCOOH.xyz,4276
data/FLP/107/107.xyz,2041
data/FLP/107/107CH3OH.xyz,2325
data/FLP/107/107CO2.xyz,2165
data/FLP/107/107H2.xyz,2112
data/FLP/107/107H2CO.xyz,2199
data/FLP/107/107H2O.xyz,2225
data/FLP/107/107HCOOH.xyz,3512
data/FLP/108/108.xyz,2817
data/FLP/108/108CH3OH.xyz,3032
data/FLP/108/108CO2.xyz,3018
data/FLP/108/108H2.xyz,2968
data/FLP/108/108H2CO.xyz,2969
data/FLP/108/108H2O.xyz,2936
data/FLP/108/108HCOOH.xyz,4723
data/FLP/109/109.xyz,3042
data/FLP/109/109CH3OH.xyz,4974
data/FLP/109/109CO2.xyz,3076
data/FLP/109/109H2.xyz,3027
data/FLP/109/109H2CO.xyz,4873
data/FLP/109/109H2O.xyz,3164
data/FLP/109/109HCOOH.xyz,4944
data/FLP/11/11.xyz,1485
data/FLP/11/11CH3OH.xyz,1713
data/FLP/11/11CO2.xyz,1599
data/FLP/11/11H2.xyz,1557
data/FLP/11/11H2CO.xyz,1633
data/FLP/11/11H2O.xyz,1605
data/FLP/11/11HCOOH.xyz,2552
data/FLP/111/111.xyz,2882
data/FLP/111/111CH3OH.xyz,4863
data/FLP/111/111CO2.xyz,3007
data/FLP/111/111H2.xyz,2958
data/FLP/111/111H2CO.xyz,4766
data/FLP/111/111H2O.xyz,3005
data/FLP/111/111HCOOH.xyz,4835
data/FLP/112/112.xyz,2883
data/FLP/112/112CH3OH.xyz,4856
data/FLP/112/112CO2.xyz,3008
data/FLP/112/112H2.xyz,2954
data/FLP/112/112H2CO.xyz,3040
data/FLP/112/112H2O.xyz,3008
data/FLP/112/112HCOOH.xyz,4835
data/FLP/113/113.xyz,3023
data/FLP/113/113CH3OH.xyz,5080
data/FLP/113/113CO2.xyz,3235
data/FLP/113/113H2.xyz,3095
data/FLP/113/113H2CO.xyz,3268
data/FLP/113/113H2O.xyz,3147
data/FLP/113/113HCOOH.xyz,5057
data/FLP/114/114.xyz,1833
data/FLP/114/114CH3OH.xyz,2052
data/FLP/114/114CO2.xyz,1956
data/FLP/114/114H2.xyz,1906
data/FLP/114/114H2CO.xyz,1989
data/FLP/114/114H2O.xyz,1958
data/FLP/114/114HCOOH.xyz,3172
data/FLP/115/115.xyz,784
data/FLP/115/115CH3OH.xyz,1003
data/FLP/115/115CO2.xyz,907
data/FLP/115/115H2.xyz,856
data/FLP/115/115H2CO.xyz,965
data/FLP/115/115H2O.xyz,908
data/FLP/115/115HCOOH.xyz,1523
data/FLP/12/12.xyz,1486
data/FLP/12/12CH3OH.xyz,2632
data/FLP/12/12CO2.xyz,1600
data/FLP/12/12H2.xyz,1558
data/FLP/12/12H2CO.xyz,1633
data/FLP/12/12H2O.xyz,1605
data/FLP/12/12HCOOH.xyz,2553
data/FLP/120/120.xyz,2115
data/FLP/120/120CH3OH.xyz,2334
data/FLP/120/120CO2.xyz,2238
data/FLP/120/120H2.xyz,2187
data/FLP/120/120H2CO.xyz,2270
data/FLP/120/120H2O.xyz,2239
data/FLP/120/120HCOOH.xyz,3618
data/FLP/122/122.xyz,1556
data/FLP/122/122CH3OH.xyz,1775
data/FLP/122/122CO2.xyz,1678
data/FLP/122/122H2.xyz,1628
data/FLP/122/122H2CO.xyz,1710
data/FLP/122/122H2O.xyz,1679
data/FLP/122/122HCOOH.xyz,2739
data/FLP/123/123.xyz,1903
data/FLP/123/123CH3OH.xyz,2125
data/FLP/123/123CO2.xyz,2029
data/FLP/123/123H2.xyz,1979
data/FLP/123/123H2CO.xyz,2061
data/FLP/123/123H2O.xyz,2029
data/FLP/123/123HCOOH.xyz,3290
data/FLP/124/124.xyz,1799
data/FLP/124/124CH3OH.xyz,3152
data/FLP/124/124CO2.xyz,1925
data/FLP/124/124H2.xyz,1875
data/FLP/124/124H2CO.xyz,1957
data/FLP/124/124H2O.xyz,1924
data/FLP/124/124HCOOH.xyz,3126
data/FLP/125/125.xyz,1488
data/FLP/125/125CH3OH.xyz,1706
data/FLP/125/125CO2.xyz,1656
data/FLP/125/125H2.xyz,1561
data/FLP/125/125H2CO.xyz,1642
data/FLP/125/125H2O.xyz,1610
data/FLP/125/125HCOOH.xyz,2632
data/FLP/126/126.xyz,1558
data/FLP/126/126CH3OH.xyz,1777
data/FLP/126/126CO2.xyz,1681
data/FLP/126/126H2.xyz,1632
data/FLP/126/126H2CO.xyz,1712
data/FLP/126/126H2O.xyz,1681
data/FLP/126/126HCOOH.xyz,2744
data/FLP/127/127.xyz,1839
data/FLP/127/127CH3OH.xyz,3208
data/FLP/127/127CO2.xyz,1961
data/FLP/127/127H2.xyz,1913
data/FLP/127/127H2CO.xyz,1993
data/FLP/127/127H2O.xyz,1962
data/FLP/127/127HCOOH.xyz,3183
data/FLP/129/129.xyz,2180
data/FLP/129/129CH3OH.xyz,3652
data/FLP/129/129CO2.xyz,3485
data/FLP/129/129H2.xyz,2194
data/FLP/129/129H2CO.xyz,2274
data/FLP/129/129H2O.xyz,2306
data/FLP/129/129HCOOH.xyz,3624
data/FLP/13/13.xyz,1795
data/FLP/13/13CH3OH.xyz,2074
data/FLP/13/13CO2.xyz,1961
data/FLP/13/13H2.xyz,1917
data/FLP/13/13H2CO.xyz,1994
data/FLP/13/13H2O.xyz,1966
data/FLP/13/13HCOOH.xyz,3101
data/FLP/130/130.xyz,2122
data/FLP/130/130CH3OH.xyz,2338
data/FLP/130/130CO2.xyz,2243
data/FLP/130/130H2.xyz,2195
data/FLP/130/130H2CO.xyz,2275
data/FLP/130/130H2O.xyz,2307
data/FLP/130/130HCOOH.xyz,3626
data/FLP/131/131.xyz,2710
data/FLP/131/131CH3OH.xyz,2935
data/FLP/131/131CO2.xyz,2839
data/FLP/131/131H2.xyz,2791
data/FLP/131/131H2CO.xyz,2872
data/FLP/131/131H2O.xyz,2920
data/FLP/131/131HCOOH.xyz,4563
data/FLP/132/132.xyz,2221
data/FLP/132/132CH3OH.xyz,2446
data/FLP/132/132CO2.xyz,2416
data/FLP/132/132H2.xyz,2302
data/FLP/132/132H2CO.xyz,2381
data/FLP/132/132H2O.xyz,2417
data/FLP/132/132HCOOH.xyz,3795
data/FLP/133/133.xyz,2082
data/FLP/133/133CH3OH.xyz,2307
data/FLP/133/133CO2.xyz,2211
data/FLP/133/133H2.xyz,2163
data/FLP/133/133H2CO.xyz,2243
data/FLP/133/133H2O.xyz,2274
data/FLP/133/133HCOOH.xyz,3577
data/FLP/134/134.xyz,1391
data/FLP/134/134CH3OH.xyz,1608
data/FLP/134/134CO2.xyz,1511
data/FLP/134/134H2.xyz,1464
data/FLP/134/134H2CO.xyz,1544
data/FLP/134/134H2O.xyz,1513
data/FLP/134/134HCOOH.xyz,2478
data/FLP/135/135.xyz,1287
data/FLP/135/135CH3OH.xyz,2331
data/FLP/135/135CO2.xyz,1406
data/FLP/135/135H2.xyz,1359
data/FLP/135/135H2CO.xyz,1440
data/FLP/135/135H2O.xyz,1409
data/FLP/135/135HCOOH.xyz,2314
data/FLP/136/136.xyz,1673
data/FLP/136/136CH3OH.xyz,2949
data/FLP/136/136CO2.xyz,1791
data/FLP/136/136H2.xyz,1745
data/FLP/136/136H2CO.xyz,1826
data/FLP/136/136H2O.xyz,1845
data/FLP/136/136HCOOH.xyz,2921
data/FLP/137/137.xyz,1919
data/FLP/137/137CH3OH.xyz,3335
data/FLP/137/137CO2.xyz,2036
data/FLP/137/137H2.xyz,1991
data/FLP/137/137H2CO.xyz,2072
data/FLP/137/137H2O.xyz,2085
data/FLP/137/137HCOOH.xyz,3308
data/FLP/138/138.xyz,1709
data/FLP/138/138CH3OH.xyz,3007
data/FLP/138/138CO2.xyz,1826
data/FLP/138/138H2.xyz,1782
data/FLP/138/138H2CO.xyz,1863
data/FLP/138/138H2O.xyz,1870
data/FLP/138/138HCOOH.xyz,2979
data/FLP/139/139.xyz,2025
data/FLP/139/139CH3OH.xyz,3504
data/FLP/139/139CO2.xyz,2142
data/FLP/139/139H2.xyz,2098
data/FLP/139/139H2CO.xyz,2179
data/FLP/139/139H2O.xyz,2195
data/FLP/139/139HCOOH.xyz,3475
data/FLP/14/14.xyz,1063
data/FLP/14/14CH3OH.xyz,2114
data/FLP/14/14CO2.xyz,2104
data/FLP/14/14H2.xyz,1200
data/FLP/14/14H2CO.xyz,2004
data/FLP/14/14H2O.xyz,2108
data/FLP/14/14HCOOH.xyz,2078
data/FLP/140/140.xyz,3041
data/FLP/140/140CH3OH.xyz,5100
data/FLP/140/140CO2.xyz,3158
data/FLP/140/140H2.xyz,3114
data/FLP/140/140H2CO.xyz,3195
data/FLP/140/140H2O.xyz,3238
data/FLP/140/140HCOOH.xyz,5071
data/FLP/141/141.xyz,2307
data/FLP/141/141CH3OH.xyz,3946
data/FLP/141/141CO2.xyz,2492
data/FLP/141/141H2.xyz,2381
data/FLP/141/141H2CO.xyz,2461
data/FLP/141/141H2O.xyz,2483
data/FLP/141/141HCOOH.xyz,3917
data/FLP/148/148.xyz,3112
data/FLP/148/148CH3OH.xyz,5198
data/FLP/148/148CO2.xyz,5030
data/FLP/148/148H2.xyz,3187
data/FLP/148/148H2CO.xyz,3250
data/FLP/148/148H2O.xyz,3219
data/FLP/148/148HCOOH.xyz,5164
data/FLP/149/149.xyz,3320
data/FLP/149/149CH3OH.xyz,5364
data/FLP/149/149CO2.xyz,3338
data/FLP/149/149H2.xyz,3293
data/FLP/149/149H2CO.xyz,3354
data/FLP/149/149H2O.xyz,3325
data/FLP/149/149HCOOH.xyz,5331
data/FLP/15/15.xyz,778
data/FLP/15/15CH3OH.xyz,1575
data/FLP/15/15CO2.xyz,1504
data/FLP/15/15H2.xyz,826
data/FLP/15/15H2CO.xyz,1455
data/FLP/15/15H2O.xyz,1508
data/FLP/15/15HCOOH.xyz,1518
data/FLP/150/150.xyz,2223
data/FLP/150/150CH3OH.xyz,2449
data/FLP/150/150CO2.xyz,2354
data/FLP/150/150H2.xyz,2313
data/FLP/150/150H2CO.xyz,2392
data/FLP/150/150H2O.xyz,2347
data/FLP/150/150HCOOH.xyz,3809
data/FLP/151/151.xyz,2434
data/FLP/151/151CH3OH.xyz,2660
data/FLP/151/151CO2.xyz,2565
data/FLP/151/151H2.xyz,2524
data/FLP/151/151H2CO.xyz,2603
data/FLP/151/151H2O.xyz,2628
data/FLP/151/151HCOOH.xyz,4141
data/FLP/152/152.xyz,1945
data/FLP/152/152CH3OH.xyz,2171
data/FLP/152/152CO2.xyz,2076
data/FLP/152/152H2.xyz,2014
data/FLP/152/152H2CO.xyz,2114
data/FLP/152/152H2O.xyz,2066
data/FLP/152/152HCOOH.xyz,3372
data/FLP/153/153.xyz,1943
data/FLP/153/153CH3OH.xyz,2172
data/FLP/153/153CO2.xyz,3216
data/FLP/153/153H2.xyz,2071
data/FLP/153/153H2CO.xyz,2098
data/FLP/153/153H2O.xyz,2068
data/FLP/153/153HCOOH.xyz,3371
data/FLP/154/154.xyz,2821
data/FLP/154/154CH3OH.xyz,3048
data/FLP/154/154CO2.xyz,3032
data/FLP/154/154H2.xyz,2972
data/FLP/154/154H2CO.xyz,4655
data/FLP/154/154H2O.xyz,3026
data/FLP/154/154HCOOH.xyz,4747
data/FLP/155/155.xyz,2924
data/FLP/155/155CH3OH.xyz,4937
data/FLP/155/155CO2.xyz,3055
data/FLP/155/155H2.xyz,2996
data/FLP/155/155H2CO.xyz,3079
data/FLP/155/155H2O.xyz,3050
data/FLP/155/155HCOOH.xyz,4913
data/FLP/156/156.xyz,3242
data/FLP/156/156CH3OH.xyz,3567
data/FLP/156/156CO2.xyz,3372
data/FLP/156/156H2.xyz,3312
data/FLP/156/156H2CO.xyz,3395
data/FLP/156/156H2O.xyz,3364
data/FLP/156/156HCOOH.xyz,5390
data/FLP/157/157.xyz,1822
data/FLP/157/157CH3OH.xyz,1944
data/FLP/157/157CO2.xyz,2968
data/FLP/157/157H2.xyz,1894
data/FLP/157/157H2CO.xyz,1994
data/FLP/157/157H2O.xyz,1947
data/FLP/157/157HCOOH.xyz,3099
data/FLP/16/16.xyz,2844
data/FLP/16/16CH3OH.xyz,3059
data/FLP/16/16CO2.xyz,5044
data/FLP/16/16H2.xyz,4984
data/FLP/16/16H2CO.xyz,4690
data/FLP/16/16H2O.xyz,5048
data/FLP/16/16HCOOH.xyz,4822
data/FLP/17/17.xyz,2809
data/FLP/17/17CH3OH.xyz,3023
data/FLP/17/17CO2.xyz,4984
data/FLP/17/17H2.xyz,4924
data/FLP/17/17H2CO.xyz,4637
data/FLP/17/17H2O.xyz,4988
data/FLP/17/17HCOOH.xyz,4751
data/FLP/18/18.xyz,2628
data/FLP/18/18CH3OH.xyz,2916
data/FLP/18/18CO2.xyz,4804
data/FLP/18/18H2.xyz,4744
data/FLP/18/18H2CO.xyz,4472
data/FLP/18/18H2O.xyz,4808
data/FLP/18/18HCOOH.xyz,4598
data/FLP/19/19.xyz,1879
data/FLP/19/19CH3OH.xyz,3391
data/FLP/19/19CO2.xyz,3484
data/FLP/19/19H2.xyz,3424
data/FLP/19/19H2CO.xyz,3323
data/FLP/19/19H2O.xyz,3488
data/FLP/19/19HCOOH.xyz,3366
data/FLP/2/2.xyz,2387
data/FLP/2/2CH3OH.xyz,4217
data/FLP/2/2CO2.xyz,4384
data/FLP/2/2H2.xyz,2528
data/FLP/2/2H2CO.xyz,4162
data/FLP/2/2H2O.xyz,4388
data/FLP/2/2HCOOH.xyz,4206
data/FLP/20/20.xyz,2601
data/FLP/20/20CH3OH.xyz,4438
data/FLP/20/20CO2.xyz,4624
data/FLP/20/20H2.xyz,4564
data/FLP/20/20H2CO.xyz,4317
data/FLP/20/20H2O.xyz,4628
data/FLP/20/20HCOOH.xyz,4430
data/FLP/21/21.xyz,3001
data/FLP/21/21CH3OH.xyz,3140
data/FLP/21/21CO2.xyz,3110
data/FLP/21/21H2.xyz,3072
data/FLP/21/21H2CO.xyz,3145
data/FLP/21/21H2O.xyz,3109
data/FLP/21/21HCOOH.xyz,3183
data/FLP/22/22.xyz,2594
data/FLP/22/22CH3OH.xyz,2896
data/FLP/22/22CO2.xyz,2780
data/FLP/22/22H2.xyz,2744
data/FLP/22/22H2CO.xyz,2814
data/FLP/22/22H2O.xyz,2780
data/FLP/22/22HCOOH.xyz,2934
data/FLP/23/23.xyz,2664
data/FLP/23/23CH3OH.xyz,2973
data/FLP/23/23CO2.xyz,2851
data/FLP/23/23H2.xyz,2816
data/FLP/23/23H2CO.xyz,2890
data/FLP/23/23H2O.xyz,2852
data/FLP/23/23HCOOH.xyz,2922
data/FLP/24/24.xyz,1646
data/FLP/24/24CH3OH.xyz,1916
data/FLP/24/24CO2.xyz,1802
data/FLP/24/24H2.xyz,1767
data/FLP/24/24H2CO.xyz,1838
data/FLP/24/24H2O.xyz,1803
data/FLP/24/24HCOOH.xyz,2935
data/FLP/25/25.xyz,2672
data/FLP/25/25CH3OH.xyz,2898
data/FLP/25/25CO2.xyz,2784
data/FLP/25/25H2.xyz,2748
data/FLP/25/25H2CO.xyz,2819
data/FLP/25/25H2O.xyz,2784
data/FLP/25/25HCOOH.xyz,4473
data/FLP/26/26.xyz,2567
data/FLP/26/26CH3OH.xyz,2792
data/FLP/26/26CO2.xyz,2677
data/FLP/26/26H2.xyz,2569
data/FLP/26/26H2CO.xyz,2714
data/FLP/26/26H2O.xyz,2680
data/FLP/26/26HCOOH.xyz,2750
data/FLP/27/27.xyz,2494
data/FLP/27/27CH3OH.xyz,2714
data/FLP/27/27CO2.xyz,2680
data/FLP/27/27H2.xyz,2645
data/FLP/27/27H2CO.xyz,2715
data/FLP/27/27H2O.xyz,2681
data/FLP/27/27HCOOH.xyz,2751
data/FLP/28/28.xyz,2811
data/FLP/28/28CH3OH.xyz,3125
data/FLP/28/28CO2.xyz,2927
data/FLP/28/28H2.xyz,2892
data/FLP/28/28H2CO.xyz,2961
data/FLP/28/28H2O.xyz,2929
data/FLP/28/28HCOOH.xyz,2991
data/FLP/29/29.xyz,2879
data/FLP/29/29CH3OH.xyz,3203
data/FLP/29/29CO2.xyz,3081
data/FLP/29/29H2.xyz,3048
data/FLP/29/29H2CO.xyz,3118
data/FLP/29/29H2O.xyz,3086
data/FLP/29/29HCOOH.xyz,3151
data/FLP/3/3.xyz,2182
data/FLP/3/3CH3OH.xyz,2466
data/FLP/3/3CO2.xyz,4024
data/FLP/3/3H2.xyz,2250
data/FLP/3/3H2CO.xyz,4088
data/FLP/3/3H2O.xyz,4028
data/FLP/3/3HCOOH.xyz,3870
data/FLP/3/3vdw2.xyz,2250
data/FLP/30/30.xyz,2669
data/FLP/30/30CH3OH.xyz,2900
data/FLP/30/30CO2.xyz,4361
data/FLP/30/30H2.xyz,2756
data/FLP/30/30H2CO.xyz,2821
data/FLP/30/30H2O.xyz,2792
data/FLP/30/30HCOOH.xyz,2858
data/FLP/31/31.xyz,2673
data/FLP/31/31CH3OH.xyz,2902
data/FLP/31/31CO2.xyz,2790
data/FLP/31/31H2.xyz,2758
data/FLP/31/31H2CO.xyz,4425
data/FLP/31/31H2O.xyz,4352
data/FLP/31/31HCOOH.xyz,2859
data/FLP/32/32.xyz,2774
data/FLP/32/32CH3OH.xyz,3010
data/FLP/32/32CO2.xyz,2897
data/FLP/32/32H2.xyz,2854
data/FLP/32/32H2CO.xyz,2927
data/FLP/32/32H2O.xyz,2890
data/FLP/32/32HCOOH.xyz,2960
data/FLP/33/33.xyz,2740
data/FLP/33/33CH3OH.xyz,2972
data/FLP/33/33CO2.xyz,2864
data/FLP/33/33H2.xyz,2750
data/FLP/33/33H2CO.xyz,2893
data/FLP/33/33H2O.xyz,2863
data/FLP/33/33HCOOH.xyz,2923
data/FLP/34/34.xyz,2389
data/FLP/34/34CH3OH.xyz,2621
data/FLP/34/34CO2.xyz,2515
data/FLP/34/34H2.xyz,2482
data/FLP/34/34H2CO.xyz,2542
data/FLP/34/34H2O.xyz,2518
data/FLP/34/34HCOOH.xyz,2577
data/FLP/35/35.xyz,2179
data/FLP/35/35CH3OH.xyz,3779
data/FLP/35/35CO2.xyz,2306
data/FLP/35/35H2.xyz,2273
data/FLP/35/35H2CO.xyz,2333
data/FLP/35/35H2O.xyz,2309
data/FLP/35/35HCOOH.xyz,2365
data/FLP/36/36.xyz,2122
data/FLP/36/36CH3OH.xyz,2412
data/FLP/36/36CO2.xyz,2377
data/FLP/36/36H2.xyz,2344
data/FLP/36/36H2CO.xyz,2404
data/FLP/36/36H2O.xyz,2380
data/FLP/36/36HCOOH.xyz,3819
data/FLP/37/37.xyz,2424
data/FLP/37/37CH3OH.xyz,2658
data/FLP/37/37CO2.xyz,2554
data/FLP/37/37H2.xyz,2521
data/FLP/37/37H2CO.xyz,2579
data/FLP/37/37H2O.xyz,2557
data/FLP/37/37HCOOH.xyz,4095
data/FLP/38/38.xyz,2601
data/FLP/38/38CH3OH.xyz,2834
data/FLP/38/38CO2.xyz,2731
data/FLP/38/38H2.xyz,2697
data/FLP/38/38H2CO.xyz,2755
data/FLP/38/38H2O.xyz,2733
data/FLP/38/38HCOOH.xyz,4372
data/FLP/39/39.xyz,2987
data/FLP/39/39CH3OH.xyz,3215
data/FLP/39/39CO2.xyz,3117
data/FLP/39/39H2.xyz,3084
data/FLP/39/39H2CO.xyz,3142
data/FLP/39/39H2O.xyz,3120
data/FLP/39/39HCOOH.xyz,4977
data/FLP/4/4.xyz,1862
data/FLP/4/4CH3OH.xyz,3554
data/FLP/4/4CO2.xyz,3664
data/FLP/4/4H2.xyz,2047
data/FLP/4/4H2CO.xyz,3438
data/FLP/4/4H2O.xyz,3668
data/FLP/4/4HCOOH.xyz,3534
data/FLP/4/4vdw2.xyz,1987
data/FLP/40/40.xyz,2459
data/FLP/40/40CH3OH.xyz,2695
data/FLP/40/40CO2.xyz,2593
data/FLP/40/40H2.xyz,2561
data/FLP/40/40H2CO.xyz,2616
data/FLP/40/40H2O.xyz,2597
data/FLP/40/40HCOOH.xyz,4154
data/FLP/41/41.xyz,1376
data/FLP/41/41CH3OH.xyz,2509
data/FLP/41/41CO2.xyz,2524
data/FLP/41/41H2.xyz,2464
data/FLP/41/41H2CO.xyz,2394
data/FLP/41/41H2O.xyz,2358
data/FLP/41/41HCOOH.xyz,2450
data/FLP/42/42.xyz,2147
data/FLP/42/42CH3OH.xyz,4024
data/FLP/42/42CO2.xyz,3844
data/FLP/42/42H2.xyz,3784
data/FLP/42/42H2CO.xyz,3605
data/FLP/42/42H2O.xyz,3590
data/FLP/42/42HCOOH.xyz,3964
data/FLP/43/43.xyz,1627
data/FLP/43/43CH3OH.xyz,3124
data/FLP/43/43CO2.xyz,2944
data/FLP/43/43H2.xyz,2884
data/FLP/43/43H2CO.xyz,2781
data/FLP/43/43H2O.xyz,2750
data/FLP/43/43HCOOH.xyz,2837
data/FLP/44/44.xyz,1623
data/FLP/44/44CH3OH.xyz,2885
data/FLP/44/44CO2.xyz,2944
data/FLP/44/44H2.xyz,2884
data/FLP/44/44H2CO.xyz,2786
data/FLP/44/44H2O.xyz,2750
data/FLP/44/44HCOOH.xyz,2838
data/FLP/45/45.xyz,2497
data/FLP/45/45CH3OH.xyz,4744
data/FLP/5/5.xyz,1756
data/FLP/5/5CH3OH.xyz,1977
data/FLP/5/5CO2.xyz,3184
data/FLP/5/5H2.xyz,1722
data/FLP/5/5H2CO.xyz,2993
data/FLP/5/5H2O.xyz,3188
data/FLP/5/5HCOOH.xyz,3086
data/FLP/51/51.xyz,2427
data/FLP/51/51CH3OH.xyz,4504
data/FLP/51/51CO2.xyz,4038
data/FLP/51/51H2.xyz,4266
data/FLP/51/51H2CO.xyz,4052
data/FLP/51/51H2O.xyz,4324
data/FLP/51/51HCOOH.xyz,4101
data/FLP/52/52.xyz,1903
data/FLP/52/52CH3OH.xyz,3604
data/FLP/52/52CO2.xyz,3198
data/FLP/52/52H2.xyz,2371
data/FLP/52/52H2CO.xyz,3228
data/FLP/52/52H2O.xyz,3424
data/FLP/52/52HCOOH.xyz,3548
data/FLP/53/53.xyz,2115
data/FLP/53/53CH3OH.xyz,3964
data/FLP/53/53CO2.xyz,3784
data/FLP/53/53H2.xyz,3724
data/FLP/53/53H2CO.xyz,3561
data/FLP/53/53H2O.xyz,3784
data/FLP/53/53HCOOH.xyz,3908
data/FLP/54/54.xyz,2702
data/FLP/54/54CH3OH.xyz,5104
data/FLP/54/54CO2.xyz,3450
data/FLP/54/54H2.xyz,4208
data/FLP/54/54H2CO.xyz,4606
data/FLP/54/54H2O.xyz,4926
data/FLP/54/54HCOOH.xyz,4653
data/FLP/55/55.xyz,2258
data/FLP/55/55CH3OH.xyz,4204
data/FLP/55/55CO2.xyz,3758
data/FLP/55/55H2.xyz,3964
data/FLP/55/55H2CO.xyz,3782
data/FLP/55/55H2O.xyz,4024
data/FLP/55/55HCOOH.xyz,3819
data/FLP/56/56.xyz,2049
data/FLP/56/56CH3OH.xyz,3844
data/FLP/56/56CO2.xyz,3422
data/FLP/56/56H2.xyz,3604
data/FLP/56/56H2CO.xyz,3454
data/FLP/56/56H2O.xyz,3664
data/FLP/56/56HCOOH.xyz,3491
data/FLP/57/57.xyz,2050
data/FLP/57/57CH3OH.xyz,3844
data/FLP/57/57CO2.xyz,3664
data/FLP/57/57H2.xyz,3604
data/FLP/57/57H2CO.xyz,3429
data/FLP/57/57H2O.xyz,3668
data/FLP/57/57HCOOH.xyz,3788
data/FLP/58/58.xyz,1002
data/FLP/58/58CH3OH.xyz,2044
data/FLP/58/58CO2.xyz,1742
data/FLP/58/58H2.xyz,1804
